districtid,weekid,neighborhoodzscore,statezscore
101,1,0,0
101,2,0,0
101,3,0,0
101,4,0,0
101,5,0,0
101,6,0,0
101,7,-0.65,-0.24
101,8,-0.59,-0.29
101,9,-0.55,-0.29
101,10,-0.55,-0.35
101,11,-0.83,-0.38
101,12,-1.41,-0.42
101,13,-1.68,-0.38
101,14,-1.52,-0.37
101,15,-2.86,-0.45
101,16,-1.41,-0.47
101,17,-0.94,-0.42
101,18,-1.22,-0.44
101,19,-1.0,-0.39
101,20,-2.73,-0.45
101,21,-1.53,-0.48
101,22,-1.85,-0.44
101,23,-2.14,-0.48
101,24,-2.3,-0.55
101,25,-1.14,-0.5
102,1,0,0
102,2,0,0
102,3,0,0
102,4,0,0
102,5,0,0
102,6,0,0
102,7,9.58,13.83
102,8,11.24,10.56
102,9,11.11,3.67
102,10,1.69,0.72
102,11,0.08,0.4
102,12,0.01,0.96
102,13,0.16,0.9
102,14,0.13,0.86
102,15,-0.78,-0.1
102,16,-0.27,0.14
102,17,0.13,-0.0
102,18,0.01,-0.29
102,19,0.11,-0.29
102,20,1.14,-0.31
102,21,0.85,-0.3
102,22,0.38,-0.35
102,23,-0.06,-0.4
102,24,0.9,-0.31
102,25,2.34,-0.01
103,1,0,0
103,2,0,0
103,3,0,0
103,4,0,0
103,5,0,0
103,6,0,0
103,7,98.07,47.93
103,8,112.38,45.05
103,9,172.99,63.33
103,10,128.98,38.12
103,11,124.54,32.05
103,12,46.0,22.52
103,13,147.79,25.83
103,14,88.03,20.94
103,15,77.14,7.9
103,16,67.09,5.27
103,17,16.44,3.31
103,18,12.36,3.36
103,19,16.14,3.48
103,20,11.75,2.7
103,21,10.18,2.86
103,22,12.17,2.84
103,23,11.55,3.04
103,24,9.76,2.74
103,25,9.52,2.47
104,1,0,0
104,2,0,0
104,3,0,0
104,4,0,0
104,5,0,0
104,6,0,0
104,7,-1.1,-0.24
104,8,-0.85,-0.27
104,9,-0.87,-0.3
104,10,-0.78,-0.27
104,11,-0.73,-0.29
104,12,-0.71,-0.28
104,13,-0.75,-0.33
104,14,-0.77,-0.37
104,15,-0.72,-0.38
104,16,-0.71,-0.36
104,17,-0.74,-0.35
104,18,-0.74,-0.33
104,19,-0.57,-0.06
104,20,-0.45,0.15
104,21,-0.35,0.38
104,22,-0.31,0.51
104,23,-0.42,0.25
104,24,-0.33,0.28
104,25,-0.35,0.2
105,1,0,0
105,2,-0.4,0
105,3,-0.43,0
105,4,-0.41,0
105,5,-0.41,0
105,6,-0.4,0
105,7,-0.41,0
105,8,-0.41,0
105,9,-0.48,0
105,10,-0.45,0
105,11,-0.43,0
105,12,-0.4,25.44
105,13,-0.51,-0.19
105,14,-0.51,0.15
105,15,-0.47,11.08
105,16,-0.44,-0.29
105,17,-0.41,12.91
105,18,-0.41,11.38
105,19,-0.4,23.69
105,20,-0.42,53.97
105,21,-0.42,9.97
105,22,-0.42,2.96
105,23,-0.41,5.46
105,24,-0.42,12.12
105,25,-0.42,8.6
106,1,0,0
106,2,0,0
106,3,0,0
106,4,0,0
106,5,0,0
106,6,0,0
106,7,0.18,0.51
106,8,-0.06,0.32
106,9,-0.29,0.08
106,10,-1.07,-0.34
106,11,-0.66,-0.08
106,12,-0.65,-0.3
106,13,-0.36,-0.1
106,14,-0.66,-0.4
106,15,-0.47,-0.3
106,16,-0.05,0.04
106,17,-0.04,0.21
106,18,0.61,0.78
106,19,1.19,0.91
106,20,0.94,0.83
106,21,0.76,1.07
106,22,0.97,1.08
106,23,0.38,0.95
106,24,-0.06,0.36
106,25,-0.02,0.42
107,1,0,0
107,2,0,0
107,3,0,0
107,4,0,0
107,5,0,0
107,6,0,0
107,7,3.22,-0.21
107,8,3.23,-0.17
107,9,10.01,-0.21
107,10,5.27,-0.19
107,11,7.29,-0.19
107,12,5.03,-0.21
107,13,27.98,-0.22
107,14,5.52,-0.29
107,15,6.41,-0.31
107,16,3.01,-0.34
107,17,2.36,-0.37
107,18,0.08,-0.4
107,19,-0.45,-0.39
107,20,-0.19,-0.45
107,21,-1.32,-0.53
107,22,-0.99,-0.62
107,23,-1.02,-0.62
107,24,-1.03,-0.59
107,25,-0.64,-0.62
108,1,0,0
108,2,0,0
108,3,0,0
108,4,0,0
108,5,0,0
108,6,0,0
108,7,-1.0,-1.06
108,8,-0.58,-0.49
108,9,1.0,-0.69
108,10,0.88,-0.31
108,11,1.9,-0.31
108,12,0.33,-0.04
108,13,2.32,0.12
108,14,-2.15,-0.35
108,15,3.65,1.05
108,16,1.18,0.18
108,17,3.05,0.63
108,18,0.74,0.18
108,19,0.17,0.13
108,20,-2.06,-0.45
108,21,1.52,0.23
108,22,1.32,0.02
108,23,1.2,0.11
108,24,1.87,0.33
108,25,-0.91,-0.37
109,1,0,0
109,2,0,0
109,3,0,0
109,4,0,0
109,5,0,0
109,6,0,0
109,7,1.36,0.94
109,8,-0.03,0.08
109,9,0.02,-0.05
109,10,1.62,1.49
109,11,0.16,0.08
109,12,-0.19,0.24
109,13,-0.12,0.61
109,14,-0.15,0.67
109,15,-0.15,0.4
109,16,0.01,0.52
109,17,-0.09,0.21
109,18,-0.1,0.02
109,19,0.22,-0.01
109,20,0.69,-0.02
109,21,2.4,0.27
109,22,2.17,0.18
109,23,2.27,0.34
109,24,3.07,0.59
109,25,2.72,0.66
110,1,0,0
110,2,0,0
110,3,-0.71,0
110,4,-0.71,0
110,5,-0.71,0
110,6,-0.7,0
110,7,-0.71,0
110,8,-0.65,-0.39
110,9,-0.71,-0.44
110,10,-0.71,-0.49
110,11,-0.75,-0.69
110,12,-0.8,-0.71
110,13,-0.88,-0.55
110,14,-0.64,-0.09
110,15,-0.7,-0.51
110,16,-0.72,-0.55
110,17,-0.73,-0.55
110,18,-0.75,-0.58
110,19,-0.76,-0.58
110,20,-0.73,-0.5
110,21,-0.74,-0.53
110,22,-0.72,-0.54
110,23,-0.73,-0.59
110,24,-0.71,-0.33
110,25,-0.71,-0.14
111,1,0,0
111,2,0,0
111,3,0,0
111,4,0,0
111,5,0,0
111,6,0,0
111,7,-0.67,-0.26
111,8,-0.82,-0.32
111,9,-1.06,-0.29
111,10,-1.99,-0.35
111,11,-1.25,-0.38
111,12,-1.65,-0.44
111,13,-1.78,-0.4
111,14,-0.85,-0.38
111,15,-1.0,-0.45
111,16,-0.78,-0.4
111,17,-1.64,-0.46
111,18,-0.99,-0.36
111,19,-0.69,-0.22
111,20,-0.63,-0.22
111,21,-1.32,-0.41
111,22,-0.39,-0.21
111,23,-0.45,-0.19
111,24,-0.33,-0.08
111,25,-0.25,-0.12
112,1,0,0
112,2,0,0
112,3,0,0
112,4,0,0
112,5,0,0
112,6,0,0
112,7,0,-0.43
112,8,0,-0.41
112,9,0.0,-0.28
112,10,-0.41,-0.41
112,11,0.07,-0.02
112,12,-0.19,-0.35
112,13,-1.95,-0.79
112,14,3.85,0.67
112,15,0.31,0.05
112,16,-0.04,-0.26
112,17,-0.1,-0.49
112,18,-0.43,-0.64
112,19,0.02,-0.45
112,20,-0.28,-0.58
112,21,-0.64,-0.85
112,22,-0.18,-0.56
112,23,-0.44,-0.79
112,24,-0.19,-0.65
112,25,-0.01,-0.53
113,1,0,0
113,2,0,0
113,3,0,0
113,4,0,0
113,5,0,0
113,6,0,0
113,7,-0.39,-0.29
113,8,-0.37,-0.3
113,9,-0.39,-0.36
113,10,-0.39,-0.62
113,11,-0.67,-0.69
113,12,-0.62,-0.27
113,13,0.29,1.12
113,14,-0.35,0.3
113,15,-0.14,0.54
113,16,0.84,1.54
113,17,2.4,2.23
113,18,2.1,2.2
113,19,5.46,3.77
113,20,4.14,4.69
113,21,2.92,3.4
113,22,1.35,1.57
113,23,0.92,1.74
113,24,0.61,1.35
113,25,0.29,1.04
114,1,0,0
114,2,0,0
114,3,0,0
114,4,0,0
114,5,0,0
114,6,0,0
114,7,-0.64,-0.3
114,8,6.95,0.66
114,9,-0.9,-0.53
114,10,-0.67,-0.61
114,11,0.46,-0.33
114,12,2.83,-0.3
114,13,13.48,-0.13
114,14,3.36,-0.19
114,15,0.7,-0.38
114,16,0.79,-0.38
114,17,1.04,-0.2
114,18,2.19,0.42
114,19,1.84,0.61
114,20,1.51,0.59
114,21,0.6,0.85
114,22,0.19,0.99
114,23,0.02,1.2
114,24,-0.17,0.7
114,25,0.17,0.67
115,1,0,0
115,2,0,0
115,3,0,0
115,4,0,0
115,5,0,0
115,6,0,0
115,7,-0.87,-0.39
115,8,-1.1,-0.41
115,9,-0.65,-0.38
115,10,-0.49,0.26
115,11,-0.87,0.19
115,12,-1.22,-0.27
115,13,-0.95,-0.48
115,14,-1.61,-0.63
115,15,-1.94,-0.52
115,16,-1.2,-0.49
115,17,-1.6,-0.63
115,18,-1.83,-0.7
115,19,-1.45,-0.65
115,20,-1.75,-0.65
115,21,-1.22,-0.5
115,22,-1.08,-0.46
115,23,-0.74,-0.48
115,24,-0.76,-0.56
115,25,-0.81,-0.54
116,1,0,0
116,2,0,0
116,3,0,0
116,4,0,0
116,5,0,0
116,6,0,0
116,7,-0.68,-0.39
116,8,3.53,-0.23
116,9,-0.17,-0.05
116,10,-0.81,0.03
116,11,4.84,4.03
116,12,7.0,0.96
116,13,-0.47,-0.41
116,14,0.87,-0.09
116,15,-0.54,-0.43
116,16,-0.74,-0.52
116,17,-0.76,-0.53
116,18,-1.52,-0.64
116,19,-2.68,-0.58
116,20,-2.01,-0.65
116,21,-3.13,-0.46
116,22,-1.32,-0.37
116,23,-1.27,-0.48
116,24,-0.87,-0.43
116,25,-0.98,-0.35
117,1,0,0
117,2,0,0
117,3,0,0
117,4,0,0
117,5,0,0
117,6,0,0
117,7,-0.07,-0.23
117,8,0.85,-0.23
117,9,-0.36,-0.29
117,10,0.12,-0.24
117,11,0.19,-0.28
117,12,0.37,-0.28
117,13,-0.21,-0.33
117,14,0.23,-0.34
117,15,0.57,-0.37
117,16,0.64,-0.38
117,17,0.94,-0.39
117,18,1.35,-0.37
117,19,0.93,-0.35
117,20,0.37,-0.38
117,21,0.25,-0.42
117,22,0.01,-0.5
117,23,-0.01,-0.47
117,24,-0.1,-0.48
117,25,-0.19,-0.56
118,1,0,0
118,2,0,0
118,3,0,0
118,4,0,0
118,5,0,0
118,6,0,0
118,7,-1.22,-0.23
118,8,-1.0,-0.25
118,9,-1.47,-0.22
118,10,-1.01,-0.25
118,11,-0.28,-0.24
118,12,-0.44,-0.26
118,13,-0.36,-0.24
118,14,0.02,-0.24
118,15,-0.52,-0.29
118,16,-0.68,-0.31
118,17,-0.99,-0.37
118,18,-0.91,-0.32
118,19,-0.98,-0.36
118,20,-0.38,-0.18
118,21,-0.65,-0.2
118,22,-0.17,0.0
118,23,-0.23,-0.07
118,24,-0.54,-0.24
118,25,-0.44,-0.22
119,1,0,0
119,2,0,0
119,3,0,0
119,4,0,0
119,5,0,0
119,6,0,0
119,7,29.12,5.99
119,8,1.02,2.89
119,9,1.81,0.42
119,10,3.71,1.77
119,11,21.22,6.18
119,12,14.08,4.13
119,13,22.86,6.14
119,14,33.5,2.21
119,15,9.32,1.16
119,16,8.07,0.44
119,17,4.56,0.28
119,18,22.76,0.69
119,19,32.78,1.01
119,20,4.55,1.01
119,21,3.25,0.34
119,22,4.02,0.36
119,23,4.04,-0.03
119,24,0.54,0.36
119,25,3.1,0.9
120,1,0,0
120,2,0,0
120,3,0,0
120,4,0,0
120,5,0,0
120,6,0,0
120,7,-1.11,-0.15
120,8,-0.7,-0.34
120,9,-0.89,-0.65
120,10,-2.13,-0.67
120,11,-1.17,-0.23
120,12,-2.28,-0.75
120,13,-1.67,-0.62
120,14,-1.32,-0.34
120,15,-1.52,-0.39
120,16,-1.73,-0.37
120,17,-1.52,-0.3
120,18,-1.0,-0.26
120,19,-2.22,-0.58
120,20,-0.0,-0.19
120,21,-0.0,-0.32
120,22,-0.15,-0.32
120,23,-0.22,-0.33
120,24,-0.48,-0.34
120,25,-0.7,-0.38
121,1,0,0
121,2,0,0
121,3,0,0
121,4,0,0
121,5,0,0
121,6,0,0
121,7,-0.59,-0.12
121,8,-0.65,-0.24
121,9,-0.62,-0.21
121,10,-0.65,-0.23
121,11,-0.66,-0.23
121,12,-0.67,-0.25
121,13,-0.66,-0.22
121,14,-0.68,-0.23
121,15,-0.69,-0.22
121,16,-0.77,-0.26
121,17,-0.96,-0.36
121,18,-1.01,-0.37
121,19,-0.97,-0.42
121,20,-1.04,-0.44
121,21,-1.04,-0.44
121,22,-1.13,-0.51
121,23,-1.05,-0.47
121,24,-1.1,-0.51
121,25,-1.05,-0.5
122,1,0,0
122,2,0,0
122,3,0,0
122,4,0,0
122,5,0,0
122,6,0,0
122,7,-0.18,-0.34
122,8,0.21,0.06
122,9,-0.02,-0.14
122,10,-0.47,-0.14
122,11,2.15,0.95
122,12,1.95,0.55
122,13,1.34,1.6
122,14,2.2,2.32
122,15,2.05,1.97
122,16,1.84,2.08
122,17,1.44,1.25
122,18,0.53,0.02
122,19,1.9,0.73
122,20,1.53,1.02
122,21,1.64,1.31
122,22,1.01,0.42
122,23,1.08,0.32
122,24,1.01,-0.11
122,25,0.73,-0.35
123,1,0,0
123,2,0,0
123,3,0,0
123,4,0,0
123,5,0,0
123,6,0,0
123,7,6.54,6.23
123,8,1.6,1.71
123,9,0.79,1.23
123,10,3.99,4.42
123,11,0.16,0.12
123,12,0.18,0.4
123,13,-0.09,0.45
123,14,0.26,1.57
123,15,-0.44,-0.24
123,16,0.17,0.32
123,17,-0.26,-0.28
123,18,0.18,0.49
123,19,-0.45,-0.36
123,20,-0.2,-0.09
123,21,0.09,0.21
123,22,0.2,0.25
123,23,0.27,0.42
123,24,0.01,0.06
123,25,0.01,-0.16
124,1,0,0
124,2,0,0
124,3,0,0
124,4,0,0
124,5,0,0
124,6,0,0
124,7,-0.54,-0.35
124,8,13.12,0.32
124,9,-0.4,-0.35
124,10,-0.61,-0.55
124,11,-0.82,-0.72
124,12,-0.7,-0.67
124,13,-0.51,-0.56
124,14,-0.05,-0.51
124,15,-0.59,-0.61
124,16,-0.14,-0.26
124,17,-0.53,-0.33
124,18,-0.5,-0.36
124,19,-0.29,-0.3
124,20,-0.7,-0.46
124,21,-0.83,-0.66
124,22,-1.16,-0.87
124,23,-0.78,-0.81
124,24,-0.62,-0.7
124,25,-0.42,-0.45
125,1,0,0
125,2,0,0
125,3,0,0
125,4,0,0
125,5,0,0
125,6,0,0
125,7,0,0
125,8,0,0
125,9,0,0
125,10,0,0
125,11,-1.0,-0.27
125,12,-1.07,-0.29
125,13,-1.0,-0.32
125,14,-1.44,-0.44
125,15,-1.0,-0.43
125,16,-0.33,0.08
125,17,-1.0,-0.34
125,18,-1.0,-0.3
125,19,-2.43,-0.31
125,20,-1.29,-0.55
125,21,-10.5,-0.73
125,22,-1.0,0.3
125,23,-1.19,-0.52
125,24,-1.0,-0.52
125,25,-1.21,-0.52
126,1,0,0
126,2,0,0
126,3,0,0
126,4,0,0
126,5,0,0
126,6,0,0
126,7,1.34,-0.22
126,8,0,-0.29
126,9,-1.0,-0.29
126,10,-1.17,-0.35
126,11,-0.97,-0.35
126,12,0.3,-0.13
126,13,-0.6,-0.35
126,14,-0.45,-0.33
126,15,-1.0,-0.45
126,16,-0.57,-0.47
126,17,-0.6,-0.49
126,18,-0.57,-0.53
126,19,0.46,-0.37
126,20,-0.66,-0.51
126,21,-0.48,-0.49
126,22,-0.53,-0.45
126,23,0.01,-0.23
126,24,0.27,-0.04
126,25,-0.45,-0.29
127,1,0,0
127,2,0,0
127,3,0,0
127,4,0,0
127,5,0,0
127,6,0,0
127,7,3.0,-0.39
127,8,-1.74,-1.05
127,9,-1.99,-1.14
127,10,-1.24,-1.24
127,11,1.18,0.26
127,12,-1.62,-0.01
127,13,-1.88,-0.96
127,14,-0.54,-0.89
127,15,-5.09,-0.78
127,16,-1.93,-0.74
127,17,-1.08,-0.52
127,18,-0.53,-0.59
127,19,-0.75,-0.48
127,20,-0.75,-0.34
127,21,0.14,-0.34
127,22,1.96,0.28
127,23,0.18,-0.1
127,24,1.92,0.59
127,25,2.88,1.44
128,1,0,0
128,2,0,0
128,3,0,0
128,4,0,0
128,5,0,0
128,6,0,0
128,7,-0.63,-0.23
128,8,0.59,-0.09
128,9,-0.61,-0.21
128,10,-0.7,-0.19
128,11,-1.69,-0.22
128,12,-0.62,-0.25
128,13,-0.14,-0.22
128,14,-0.06,-0.21
128,15,-0.11,-0.28
128,16,-0.72,-0.33
128,17,-1.1,-0.41
128,18,-1.22,-0.49
128,19,-1.25,-0.5
128,20,-1.43,-0.6
128,21,-1.71,-0.62
128,22,-1.26,-0.63
128,23,-1.14,-0.63
128,24,-1.24,-0.58
128,25,-1.12,-0.56
129,1,0,0
129,2,0,0
129,3,0,0
129,4,0,0
129,5,0,0
129,6,0,0
129,7,10.54,-0.04
129,8,0.81,0.36
129,9,5.82,-0.05
129,10,0.65,-0.21
129,11,-0.34,-0.22
129,12,-0.33,-0.2
129,13,-1.13,-0.21
129,14,-1.1,-0.23
129,15,-1.29,-0.27
129,16,-1.2,-0.32
129,17,-1.1,-0.44
129,18,-0.95,-0.54
129,19,-1.17,-0.6
129,20,-1.88,-0.79
129,21,-1.25,-0.59
129,22,-0.72,-0.47
129,23,-0.8,-0.45
129,24,-0.72,-0.48
129,25,-0.7,-0.51
130,1,0,0
130,2,0,0
130,3,0,0
130,4,0,0
130,5,0,0
130,6,0,0
130,7,-0.99,-0.63
130,8,0.05,0.17
130,9,-0.98,-0.96
130,10,-1.25,-0.83
130,11,-1.53,-0.55
130,12,-2.68,-1.14
130,13,-1.44,-0.92
130,14,-0.71,-0.57
130,15,-0.79,-0.87
130,16,-0.76,-0.76
130,17,-0.49,-0.47
130,18,-0.7,-0.57
130,19,-0.85,-0.43
130,20,-0.77,-0.55
130,21,-0.72,-0.72
130,22,-0.83,-0.84
130,23,-0.75,-0.76
130,24,-0.76,-0.84
130,25,-0.7,-0.73
131,1,0,0
131,2,0,0
131,3,0,0
131,4,0,0
131,5,0,0
131,6,0,0
131,7,0,-0.24
131,8,-2.0,-0.32
131,9,-0.34,-0.28
131,10,-0.1,-0.26
131,11,-0.51,-0.35
131,12,-0.76,-0.42
131,13,2.45,0.01
131,14,-0.5,-0.37
131,15,-0.71,-0.44
131,16,-0.62,-0.4
131,17,-0.83,-0.38
131,18,-2.14,-0.46
131,19,-1.64,-0.54
131,20,-1.47,-0.48
131,21,-1.16,-0.43
131,22,-1.73,-0.48
131,23,-2.02,-0.53
131,24,-2.1,-0.51
131,25,-1.22,-0.39
132,1,0,0
132,2,-0.18,0
132,3,152.76,0
132,4,0,0
132,5,0,0
132,6,0,0
132,7,0,0
132,8,111.59,0
132,9,33.84,0
132,10,67.18,0
132,11,104.66,0
132,12,47.13,0
132,13,26.69,0
132,14,22.98,0
132,15,34.52,0
132,16,90.59,0
132,17,107.42,0
132,18,105.29,0
132,19,102.78,0
132,20,88.52,0
132,21,81.86,0
132,22,113.27,0
132,23,91.98,0
132,24,72.79,0
132,25,79.85,0
133,1,0,0
133,2,0,0
133,3,0,0
133,4,0,0
133,5,0,0
133,6,0,0
133,7,-0.82,-0.39
133,8,-0.42,-0.3
133,9,-0.48,-0.45
133,10,-0.52,-0.91
133,11,-0.65,-0.82
133,12,-0.81,-0.66
133,13,-1.48,-0.5
133,14,-0.3,-0.34
133,15,-0.85,-0.42
133,16,-1.27,-0.59
133,17,-0.78,-0.6
133,18,-1.16,-0.63
133,19,0.94,-0.28
133,20,-0.95,-0.59
133,21,-0.65,-0.38
133,22,-1.42,-0.47
133,23,0.32,-0.31
133,24,-0.88,-0.56
133,25,0.26,-0.33
134,1,0,0
134,2,0,0
134,3,0,0
134,4,0,0
134,5,0,0
134,6,0,0
134,7,-0.2,0.07
134,8,0.78,0.79
134,9,0.04,-0.61
134,10,-0.14,-0.24
134,11,-0.47,-0.74
134,12,-0.28,-0.76
134,13,0.8,0.03
134,14,1.7,0.68
134,15,3.63,-0.15
134,16,1.83,0.24
134,17,-1.08,-0.64
134,18,-0.63,-0.49
134,19,-0.97,-0.43
134,20,-0.02,-0.03
134,21,-0.36,-0.45
134,22,-0.33,-0.4
134,23,1.81,0.12
134,24,0.13,-0.25
134,25,0.89,-0.0
135,1,0,0
135,2,0,0
135,3,0,0
135,4,0,0
135,5,0,0
135,6,0,0
135,7,2.76,0.1
135,8,1.06,-0.01
135,9,3.84,0.14
135,10,5.11,-0.07
135,11,1.87,-0.16
135,12,1.7,-0.07
135,13,1.73,0.05
135,14,1.33,0.02
135,15,2.18,0.2
135,16,2.19,0.19
135,17,1.16,0.13
135,18,0.71,-0.03
135,19,0.6,0.06
135,20,0.73,0.17
135,21,-0.21,-0.01
135,22,-0.35,-0.01
135,23,-0.46,-0.06
135,24,-0.48,-0.16
135,25,-0.62,-0.3
136,1,0,0
136,2,0,0
136,3,0,0
136,4,0,0
136,5,0,0
136,6,0,0
136,7,-0.56,-0.39
136,8,-1.16,-0.41
136,9,-1.23,-0.38
136,10,0.09,1.25
136,11,0.49,1.52
136,12,-0.7,-0.36
136,13,0.82,-0.13
136,14,0.12,-0.21
136,15,2.01,0.02
136,16,0.47,-0.2
136,17,1.22,0.09
136,18,2.0,0.09
136,19,0.52,-0.28
136,20,2.34,0.42
136,21,0.61,-0.15
136,22,-0.16,-0.08
136,23,0.85,0.08
136,24,2.24,0.42
136,25,1.88,0.21
137,1,0,0
137,2,0,0
137,3,0,0
137,4,0,0
137,5,0,0
137,6,0,0
137,7,-0.71,-0.39
137,8,1.0,-0.37
137,9,-1.34,-0.58
137,10,-0.84,-0.21
137,11,2.54,1.92
137,12,0.64,0.9
137,13,-0.5,-0.5
137,14,-1.36,-0.61
137,15,-0.16,-0.24
137,16,0.32,-0.07
137,17,0.09,-0.2
137,18,-0.39,-0.3
137,19,-0.53,-0.25
137,20,0.1,0.21
137,21,0.42,0.39
137,22,-0.1,0.14
137,23,-0.08,0.09
137,24,-0.12,-0.09
137,25,-0.23,-0.19
138,1,0,0
138,2,0,0
138,3,0,0
138,4,0,0
138,5,0,0
138,6,0,0
138,7,0.08,0.51
138,8,3.87,1.27
138,9,1.0,0.91
138,10,-0.82,-0.62
138,11,-0.89,-0.8
138,12,-0.93,-0.44
138,13,-1.07,-0.58
138,14,-0.17,-0.49
138,15,-0.22,-0.25
138,16,-0.44,-0.26
138,17,0.64,-0.22
138,18,-0.92,-0.25
138,19,-0.04,-0.19
138,20,-0.73,-0.29
138,21,0.09,-0.13
138,22,-0.4,-0.19
138,23,-0.31,-0.22
138,24,-1.26,-0.31
138,25,-0.86,-0.32
139,1,0,0
139,2,0,0
139,3,0,0
139,4,0,0
139,5,0,0
139,6,0,0
139,7,0,-0.43
139,8,0,-0.41
139,9,-0.7,-0.61
139,10,1.96,-0.35
139,11,-1.06,-0.69
139,12,-5.09,-0.77
139,13,1.87,-0.52
139,14,-0.42,-0.59
139,15,0.19,-0.56
139,16,0.55,-0.44
139,17,-0.98,-0.74
139,18,-2.12,-0.73
139,19,-1.1,-0.75
139,20,0.17,-0.64
139,21,0.48,-0.74
139,22,-1.77,-0.72
139,23,-1.09,-0.93
139,24,-1.56,-0.79
139,25,-1.55,-1.02
140,1,-0.41,0
140,2,-0.41,0
140,3,-0.41,0
140,4,-0.41,0
140,5,-0.41,0
140,6,-0.41,0
140,7,-0.42,-0.29
140,8,-0.46,-0.27
140,9,-0.44,-0.52
140,10,-0.43,-1.0
140,11,-0.42,-0.5
140,12,-0.42,0.12
140,13,-0.42,0.51
140,14,-0.42,-0.04
140,15,-0.42,-0.04
140,16,-0.43,0.01
140,17,-0.45,0.04
140,18,-0.48,-0.45
140,19,-0.49,-0.47
140,20,-0.5,-0.76
140,21,-0.52,-0.66
140,22,-0.51,-0.57
140,23,-0.53,-0.61
140,24,-0.54,-0.68
140,25,-0.53,-0.62
141,1,0,0
141,2,0,0
141,3,0,0
141,4,0,0
141,5,0,0
141,6,0,0
141,7,5.5,-0.15
141,8,1.86,-0.13
141,9,0.19,0.21
141,10,-0.1,0.35
141,11,0.4,-0.29
141,12,0.48,-0.51
141,13,-0.41,-0.6
141,14,-0.76,-0.69
141,15,-1.02,-0.53
141,16,-0.6,-0.57
141,17,-0.35,-0.45
141,18,-0.32,-0.57
141,19,-0.39,-0.46
141,20,-0.03,-0.25
141,21,1.54,0.08
141,22,0.31,-0.11
141,23,-0.73,-0.15
141,24,-0.44,-0.21
141,25,-0.74,-0.4
142,1,0,0
142,2,0,0
142,3,0,0
142,4,0,0
142,5,0,0
142,6,0,0
142,7,-0.42,-0.26
142,8,-0.44,-0.32
142,9,-0.42,-0.29
142,10,-0.64,-0.32
142,11,-0.62,-0.33
142,12,-0.53,-0.44
142,13,-0.53,-0.32
142,14,-0.58,-0.29
142,15,-0.67,-0.4
142,16,-0.5,-0.28
142,17,-0.53,-0.35
142,18,-0.49,-0.47
142,19,-0.38,-0.35
142,20,-0.46,-0.37
142,21,-0.47,-0.39
142,22,-0.46,-0.48
142,23,-0.46,-0.41
142,24,-0.47,-0.45
142,25,-0.53,-0.43
143,1,0,0
143,2,0,0
143,3,0,0
143,4,0,0
143,5,0,0
143,6,0,0
143,7,0,0.02
143,8,0,-0.31
143,9,-0.45,-0.42
143,10,-0.05,-0.43
143,11,9.26,2.7
143,12,1.87,0.38
143,13,0.94,-0.06
143,14,-0.56,-0.67
143,15,0.48,-0.49
143,16,1.5,-0.18
143,17,3.29,-0.3
143,18,0.01,-0.4
143,19,-0.56,-0.41
143,20,0.93,-0.34
143,21,0.4,-0.45
143,22,0.24,-0.41
143,23,1.1,-0.31
143,24,0.74,-0.38
143,25,-0.62,-0.56
144,1,0,0
144,2,0,0
144,3,0,0
144,4,0,0
144,5,0,0
144,6,0,0
144,7,8.41,1.53
144,8,1.62,0.77
144,9,7.93,1.59
144,10,0.79,0.33
144,11,0.29,-0.02
144,12,0.54,0.31
144,13,-0.66,-0.4
144,14,3.61,1.0
144,15,1.2,-0.03
144,16,0.54,-0.11
144,17,1.07,-0.05
144,18,0.26,0.04
144,19,-0.28,-0.18
144,20,0.08,-0.25
144,21,0.15,-0.09
144,22,0.16,0.23
144,23,0.64,0.48
144,24,-0.09,-0.04
144,25,-0.21,0.01
145,1,0,0
145,2,0,0
145,3,0,0
145,4,0,0
145,5,0,0
145,6,0,0
145,7,-0.45,-0.62
145,8,-0.63,-0.38
145,9,-0.58,-0.61
145,10,-0.32,-0.38
145,11,-0.7,-0.46
145,12,-0.62,-0.49
145,13,1.23,0.94
145,14,0.86,1.83
145,15,0.38,0.47
145,16,1.04,0.21
145,17,0.41,-0.02
145,18,0.12,-0.02
145,19,-0.15,0.05
145,20,0.31,0.8
145,21,0.26,0.76
145,22,0.66,0.85
145,23,0.71,0.57
145,24,0.63,0.45
145,25,0.37,0.23
146,1,0,0
146,2,0,0
146,3,0,0
146,4,0,0
146,5,0,0
146,6,0,0
146,7,-0.71,-0.39
146,8,-1.36,-0.41
146,9,0.15,-0.12
146,10,-1.09,-0.86
146,11,0.2,0.29
146,12,-1.64,-0.63
146,13,-1.0,-0.64
146,14,-1.11,-0.64
146,15,-0.65,-0.28
146,16,0.74,-0.04
146,17,4.33,0.56
146,18,0.78,0.87
146,19,2.53,1.04
146,20,0.45,0.46
146,21,0.54,0.36
146,22,0.53,0.36
146,23,0.5,0.11
146,24,0.54,-0.1
146,25,0.4,-0.26
147,1,0,0
147,2,0,0
147,3,0,0
147,4,0,0
147,5,0,0
147,6,0,0
147,7,0,-0.2
147,8,-0.58,-0.3
147,9,0,1.82
147,10,1.1,1.79
147,11,-0.3,-0.18
147,12,1.55,-0.03
147,13,-1.22,-0.85
147,14,-0.79,-0.7
147,15,-1.12,-0.8
147,16,-0.95,-0.4
